commande_id;ligne;date_commande;client_id;produit_id;magasin_id;quantite;prix_unitaire;remise_pct;montant_brut;montant_net;frais_livraison;moyen_paiement;statut_commande;canal_vente
CMD-004132;1;2024-12-22 22:01:47;C0439;P029;M05;1;6366;15;6366;5411;5000;Carte bancaire;Livrée;Web
CMD-001265;1;2024-04-13 21:35:58;C0439;P004;M01;2;480524;0;961048;961048;15000;Mobile Money;Livrée;En magasin
CMD-000197;1;2024-01-12 12:38:03;C0484;P026;M01;5;13601;5;68005;64604;15000;Mobile Money;Expédiée;En magasin
CMD-006477;1;2025-07-09 15:00:28;C0215;P024;M05;1;31656;15;31656;26907;0;Mobile Money;Livrée;Mobile App
CMD-008410;3;2025-12-18 21:16:34;C0208;P032;M02;1;75184;0;75184;75184;0;Mobile Money;Annulée;WhatsApp
CMD-001418;4;2024-04-29 14:31:34;C0079;;M01;2;12750;0;25500;25500;0;Espèces;Livrée;En magasin
CMD-002993;1;2024-09-29 15:44:05;C0372;P026;M06;3;13601;0;40803;40803;5000;Mobile Money;Retournée;Web
CMD-003791;1;2024-12-08 23:24:57;C0358;P026;M05;1;13601;5;13601;12920;15000;Mobile Money;Livrée;WhatsApp
CMD-003408;1;2024-11-11 22:49:37;C0316;P008;M06;1;115956;0;115956;115956;5000;Mobile Money;Annulée;Web
CMD-006580;1;2025-07-23 12:05:05;C0447;P002;M06;1;916412;15;916412;778950;0;Mobile Money;Expédiée;Web
CMD-001023;1;2024-03-20 12:10:03;C0217;P015;M05;1;67057;15;67057;56998;5000;Mobile Money;Livrée;Mobile App
CMD-006622;4;2025-07-29 09:23:38;C0485;P036;M01;1;50856;0;50856;50856;0;Espèces;Livrée;Mobile App
CMD-001437;2;2024-05-01 08:44:16;C0278;P023;M01;2;15920;20;31840;25472;0;Espèces;Retournée;WhatsApp
CMD-005501;2;2025-04-02 18:38:33;C0089;P013;M01;5;61505;0;307525;307525;0;Mobile Money;Livrée;Mobile App
CMD-004375;3;2025-01-03 19:57:10;C0136;P037;M06;2;12249;10;24498;22048;0;Mobile Money;Livrée;En magasin
CMD-006736;1;2025-08-16 22:56:02;C0189;P027;M07;1;6588;0;6588;6588;0;Mobile Money;Livrée;Web
CMD-002035;1;2024-06-28 22:49:01;C0365;P011;M03;3;90347;0;271041;271041;0;Espèces;Retournée;Mobile App
CMD-007085;2;2025-09-13 11:16:53;C0080;P011;M06;5;90347;20;451735;361388;0;Virement;Livrée;Mobile App
CMD-000773;2;2024-02-25 14:37:56;C0363;P028;M04;2;9077;0;18154;18154;0;Mobile Money;Livrée;WhatsApp
CMD-003693;1;2024-12-04 21:04:25;C0179;P025;M01;1;21713;15;21713;18456;15000;Virement;Annulée;Web
CMD-000378;2;2024-01-22 09:08:50;C0055;P029;M02;2;6366;15;12732;10822;0;Mobile Money;Livrée;Mobile App
CMD-008260;3;2025-12-11 08:33:58;C0235;P010;M03;2;50685;15;101370;86164;0;Mobile Money;En cours;Web
CMD-007637;1;2025-10-24 16:37:37;C0136;P019;M01;2;26073;10;52146;46931;10000;Carte bancaire;En cours;Web
CMD-004329;1;2024-12-31 08:39:57;C0257;P015;M03;2;67057;15;134114;113996;0;Virement;Livrée;Web
CMD-001098;2;2024-03-28 20:06:58;C0061;P024;M07;1;31656;10;31656;28490;0;Espèces;Livrée;Mobile App
CMD-005439;2;2025-03-27 18:45:56;C0419;P046;M04;1;19200;5;19200;18240;0;Mobile Money;Expédiée;Web
CMD-003070;4;2024-10-07 07:48:32;C0374;P018;M06;5;174549;0;872745;872745;0;Mobile Money;Livrée;Web
CMD-000484;1;2024-01-29 11:17:18;C0223;P004;M08;1;480524;0;480524;480524;0;Virement;Expédiée;WhatsApp
CMD-003549;2;2024-11-25 12:14:34;C0242;P024;M02;2;31656;0;63312;63312;0;Mobile Money;Annulée;WhatsApp
CMD-006835;1;2025-08-30 08:59:43;C0123;P027;M01;2;0;0;0;0;0;Carte bancaire;Livrée;Mobile App
CMD-008653;2;2025-12-29 23:13:38;C0265;P001;M01;5;251606;0;1258030;1258030;0;Mobile Money;Expédiée;Mobile App
CMD-006480;2;2025-07-09 19:05:03;C0399;P039;M03;1;13140;0;13140;13140;0;Espèces;Livrée;Web
CMD-007977;1;2025-11-24 12:29:24;C0283;P024;M06;2;31656;0;63312;63312;15000;Mobile Money;Livrée;Mobile App
CMD-007204;1;2025-09-20 13:13:43;C0019;P021;M02;3;124863;15;374589;318400;5000;Carte bancaire;Livrée;Mobile App
CMD-004681;2;2025-01-20 23:53:22;C0108;;M06;3;50685;0;152055;152055;0;Carte bancaire;Retournée;Mobile App
CMD-006573;1;2025-07-23 17:14:15;C0234;P005;M06;1;33440;10;33440;30096;0;Mobile Money;Livrée;Mobile App
CMD-000668;1;2024-02-14 09:01:01;C0164;P032;M02;1;75184;10;75184;67665;5000;Virement;Livrée;Web
CMD-004677;1;2025-01-19 12:38:06;C0185;P028;M04;5;9077;0;45385;45385;10000;Mobile Money;Livrée;Mobile App
CMD-002003;2;2024-06-25 15:35:02;C0231;P004;M06;3;480524;0;1441572;1441572;0;Mobile Money;Livrée;WhatsApp
CMD-007194;3;2025-09-20 16:27:07;C0130;P019;M07;2;26073;0;52146;52146;0;Espèces;Livrée;Web
CMD-008260;2;2025-12-11 08:33:58;C0235;P015;M03;2;67057;0;134114;134114;0;Mobile Money;En cours;Web
CMD-007376;1;2025-09-29 08:20:28;C0069;P043;M01;2;12750;0;25500;25500;0;Carte bancaire;Livrée;En magasin
CMD-004384;2;2025-01-04 07:55:12;C0383;P011;M03;2;90347;0;180694;180694;0;Carte bancaire;Livrée;En magasin
CMD-001875;3;2024-06-13 23:18:31;C0297;P017;M01;2;34116;0;68232;68232;0;Carte bancaire;Annulée;En magasin
CMD-000802;1;2024-02-27 23:54:33;C0317;P016;M07;2;51293;0;102586;102586;10000;Virement;Livrée;WhatsApp
CMD-006568;3;2025-07-22 11:55:47;C0429;P049;M07;5;29143;5;145715;138429;0;Mobile Money;Livrée;Mobile App
CMD-000786;1;2024-02-25 22:56:58;C0468;P029;M01;1;6366;0;6366;6366;0;Carte bancaire;Expédiée;Mobile App
CMD-000050;2;2024-01-03 18:10:53;C0090;P050;M02;1;6243;0;6243;6243;0;Virement;Retournée;Web
CMD-000995;1;2024-03-17 16:51:44;C0239;P045;M06;-1;27398;20;27398;21918;15000;Mobile Money;En cours;Web
CMD-008584;3;2025-12-26 22:48:22;C0019;P015;M06;2;67057;15;134114;113996;0;Virement;Expédiée;WhatsApp
CMD-001335;1;2024-04-20 13:18:33;C0433;P022;M06;2;39096;5;78192;74282;5000;Mobile Money;Livrée;Web
CMD-006721;3;2025-08-14 08:16:16;C0424;P046;M05;3;19200;0;57600;57600;0;Mobile Money;Livrée;WhatsApp
CMD-006811;1;2025-08-26 14:53:16;C0018;P050;M07;1;6243;10;6243;5618;5000;Espèces;Livrée;Mobile App
CMD-005875;2;2025-05-08 23:09:39;C0203;P022;M01;1;39096;20;39096;31276;0;Mobile Money;Livrée;Mobile App
CMD-002282;2;2024-08-05 10:57:03;C0281;P044;M03;2;15635;0;31270;31270;0;Carte bancaire;Livrée;Web
CMD-005475;2;2025-03-30 22:19:23;C0439;P017;M06;1;34116;5;34116;32410;0;Espèces;En cours;WhatsApp
CMD-003432;1;2024-11-13 10:25:17;C0125;P049;M06;2;29143;10;58286;52457;5000;Carte bancaire;Retournée;En magasin
CMD-000836;1;2024-03-01 15:05:23;C0407;P035;M04;3;25577;0;76731;76731;0;Virement;Livrée;Mobile App
CMD-008492;1;2025-12-22 16:00:09;C0324;P012;M06;1;45114;0;45114;45114;0;Espèces;Livrée;Web
CMD-007616;1;2025-10-21 07:41:56;C0343;P003;M01;-1;707496;0;2122488;2122488;10000;Mobile Money;En cours;En magasin
CMD-007972;1;2025-11-23 15:03:25;C0007;P017;M06;2;34116;20;68232;54585;0;Mobile Money;Livrée;Mobile App
CMD-008475;1;2025-12-21 22:36:00;C0037;P042;M02;1;7087;0;7087;7087;5000;Virement;Livrée;Mobile App
CMD-001544;2;2024-05-12 10:10:29;C0294;P014;M01;1;87965;10;87965;79168;0;Mobile Money;Livrée;Mobile App
CMD-000319;1;2024-01-18 16:06:09;C0220;P015;M06;1;67057;0;67057;67057;10000;Espèces;En cours;Mobile App
CMD-006762;1;2025-08-19 14:09:26;C0085;P031;M07;2;278858;0;557716;557716;10000;Espèces;Annulée;Web
CMD-001658;1;2024-05-22 16:35:12;C0351;P046;M07;3;19200;0;57600;57600;5000;Virement;Expédiée;WhatsApp
CMD-000452;1;2024-01-27 15:39:24;C0220;P042;M02;2;7087;5;14174;13465;5000;Mobile Money;Expédiée;Mobile App
CMD-006244;2;2025-06-13 14:52:33;C0038;P019;M07;1;26073;0;26073;26073;0;Espèces;Expédiée;WhatsApp
CMD-006002;1;2025-05-20 14:05:18;C0108;P022;M07;1;39096;0;39096;39096;15000;Carte bancaire;Livrée;En magasin
CMD-005819;3;2025-05-02 14:14:15;C0458;P037;M01;2;12249;20;24498;19598;0;Mobile Money;Expédiée;Web
CMD-007425;3;2025-10-03 08:09:10;C0145;P042;M07;2;7087;0;14174;14174;0;Mobile Money;Livrée;En magasin
CMD-002745;3;2024-09-15 16:27:45;C0251;P031;M04;3;278858;0;836574;836574;0;Virement;Retournée;Web
CMD-006037;3;2025-05-24 18:22:46;C0225;P033;M01;1;408208;15;408208;346976;0;Espèces;Livrée;Mobile App
CMD-002700;1;2024-09-12 10:36:52;C0341;P016;M02;5;51293;0;256465;256465;0;Espèces;En cours;Mobile App
CMD-003943;1;2024-12-15 15:09:42;C0271;P034;M01;2;190854;15;381708;324451;10000;Virement;Livrée;Mobile App
CMD-003627;4;2024-12-01 11:31:14;C0323;P016;M06;5;51293;0;256465;256465;0;Mobile Money;Livrée;WhatsApp
CMD-007463;2;2025-10-08 07:32:29;C0468;P010;M07;1;50685;0;50685;50685;0;Mobile Money;Annulée;Web
CMD-007227;1;2025-09-22 21:01:49;C0317;P006;M02;1;350025;0;350025;350025;0;Mobile Money;En cours;Web
CMD-003227;1;2024-10-24 17:55:43;C0476;P024;M07;2;31656;0;63312;63312;5000;Virement;Livrée;Web
CMD-000680;2;2024-02-15 14:04:54;C0101;;M07;1;190854;0;190854;190854;0;Espèces;Livrée;WhatsApp
CMD-005920;2;2025-05-12 13:07:29;C0481;P046;M01;2;19200;0;38400;38400;0;Espèces;Retournée;En magasin
CMD-008604;1;2025-12-27 11:41:21;C0156;P021;M07;5;124863;10;624315;561883;0;Virement;Livrée;Web
CMD-005441;2;2025-03-27 22:22:07;C0208;P006;M06;3;350025;20;1050075;840060;0;Espèces;Livrée;En magasin
CMD-007925;1;2025-11-18 21:54:08;C0366;P042;M02;2;7087;10;14174;12756;0;Carte bancaire;En cours;En magasin
CMD-002633;2;2024-09-09 08:04:52;C0161;P002;M08;1;916412;0;916412;916412;0;Espèces;En cours;Web
CMD-001110;1;2024-03-29 23:07:12;C0346;P015;M06;1;67057;0;67057;67057;5000;Virement;Expédiée;Mobile App
CMD-003702;1;2024-12-05 18:19:41;C0270;P038;M06;1;33820;10;33820;30438;5000;Carte bancaire;Annulée;Web
CMD-002038;3;2024-06-28 11:16:03;C0151;P022;M07;5;39096;20;195480;156384;0;Espèces;Livrée;Web
CMD-008156;1;2025-12-06 09:34:17;C0125;P016;M02;1;51293;20;51293;41034;5000;Carte bancaire;Livrée;Mobile App
CMD-004517;3;2025-01-11 11:12:11;C0112;P002;M06;5;916412;20;4582060;3665648;0;Mobile Money;Livrée;Mobile App
CMD-002680;2;2024-09-12 10:11:54;C0207;P030;M02;2;6536;10;13072;11764;0;Espèces;Livrée;WhatsApp
CMD-007068;2;2025-09-13 08:33:22;C0313;P020;M07;2;67934;10;135868;122281;0;Espèces;Livrée;WhatsApp
CMD-003852;2;2024-12-11 22:26:57;C0276;P041;M06;1;9549;0;9549;9549;0;Espèces;Expédiée;En magasin
CMD-007284;3;2025-09-25 18:58:31;C0038;P039;M04;1;13140;0;13140;13140;0;Espèces;Livrée;Mobile App
CMD-005339;3;2025-03-17 20:50:51;C0410;P038;M06;3;33820;0;101460;101460;0;Espèces;Livrée;Web
CMD-005051;1;2025-02-17 22:56:48;C0374;P012;M05;1;45114;0;45114;45114;15000;Virement;Livrée;Web
CMD-006915;1;2025-09-04 08:24:42;C0076;P024;M06;2;31656;0;63312;63312;0;Espèces;Livrée;WhatsApp
CMD-007978;3;2025-11-24 17:32:19;C0487;P013;M06;1;61505;0;61505;61505;0;Virement;Livrée;Web
CMD-005090;2;2025-02-20 22:36:36;C0465;P047;M01;1;50490;0;50490;50490;0;Mobile Money;Livrée;Mobile App
CMD-006748;2;2025-08-17 08:27:32;C0208;P007;M08;1;43750;0;43750;43750;0;Mobile Money;Livrée;Web
CMD-001676;1;2024-05-24 15:33:23;C0432;P043;M08;2;12750;0;25500;25500;5000;Mobile Money;Livrée;Mobile App
CMD-001221;1;2024-04-08 20:57:27;C0296;P039;M07;1;13140;0;13140;13140;0;Carte bancaire;Expédiée;Mobile App
CMD-007906;2;2025-11-16 11:32:07;C0388;P002;M07;3;916412;0;2749236;2749236;0;Virement;Livrée;En magasin
CMD-000087;1;2024-01-06 14:06:26;C0079;P019;M06;2;26073;10;52146;46931;10000;Carte bancaire;Livrée;Mobile App
CMD-006719;1;2025-08-13 07:44:06;C0445;P016;M08;1;51293;20;51293;41034;10000;Mobile Money;Livrée;Mobile App
CMD-005212;1;2025-03-04 21:12:53;C0034;P003;M06;2;707496;10;1414992;1273492;0;Carte bancaire;Expédiée;En magasin
CMD-005980;2;2025-05-18 16:26:26;C0217;P043;M06;2;12750;0;25500;25500;0;Espèces;En cours;Mobile App
CMD-002462;2;2024-08-30 22:43:31;C0182;P049;M06;1;29143;0;29143;29143;0;Mobile Money;Livrée;Mobile App
CMD-000476;1;2024-01-28 21:44:13;C0170;P018;M02;3;174549;0;523647;523647;5000;Espèces;Livrée;Web
CMD-008612;1;2025-12-27 16:31:53;C0347;P045;M02;1;27398;5;27398;26028;0;Mobile Money;Annulée;Web
CMD-008010;1;2025-11-27 08:35:29;C0148;P028;M06;5;9077;0;45385;45385;5000;Carte bancaire;Livrée;En magasin
CMD-004070;2;2024-12-20 20:12:11;C0313;P050;M01;5;6243;0;31215;31215;0;Carte bancaire;Livrée;Web
CMD-002410;2;2024-08-23 23:08:45;C0162;P034;M01;5;190854;0;954270;954270;0;Virement;Livrée;En magasin
CMD-004472;2;2025-01-08 21:22:02;C0442;P015;M06;2;67057;10;134114;120702;0;Espèces;Expédiée;WhatsApp
CMD-003512;1;2024-11-22 11:01:48;C0462;P006;M03;5;350025;0;1750125;1750125;15000;Mobile Money;Livrée;En magasin
CMD-007001;2;2025-09-09 12:33:45;C0321;P008;M06;1;115956;5;115956;110158;0;Virement;Annulée;WhatsApp
CMD-003333;1;2024-11-03 11:05:18;;P001;M05;1;251606;0;251606;251606;15000;Virement;Livrée;Mobile App
CMD-000023;2;2024-01-02 21:30:52;C0113;P049;M01;2;29143;15;58286;49543;0;Mobile Money;Livrée;Mobile App
CMD-001792;1;2024-06-04 08:40:14;C0332;P034;M01;1;190854;0;190854;190854;10000;Mobile Money;Livrée;En magasin
CMD-008477;1;2025-12-21 12:29:45;C0350;P001;M06;1;251606;20;251606;201284;0;Virement;Retournée;Web
CMD-006156;1;2025-06-04 12:50:13;C0041;P019;M07;1;26073;5;26073;24769;10000;Espèces;Livrée;Mobile App
CMD-006645;1;2025-08-02 11:55:57;C0253;P035;M06;2;25577;20;51154;40923;5000;Carte bancaire;Retournée;Mobile App
CMD-003268;1;2024-10-27 21:58:59;C0211;P023;M06;1;15920;0;15920;15920;5000;Mobile Money;Livrée;Web
CMD-000521;1;2024-01-31 15:56:52;C0169;P006;M06;2;350025;0;700050;700050;10000;Espèces;Livrée;Web
CMD-007368;1;2025-09-29 18:33:21;C0327;P024;M01;1;31656;5;31656;30073;0;Mobile Money;Livrée;En magasin
CMD-004067;2;2024-12-20 08:33:06;C0211;P022;M06;3;39096;20;117288;93830;0;Espèces;Livrée;Web
CMD-006965;2;2025-09-07 16:33:20;C0362;P038;M05;5;33820;0;169100;169100;0;Mobile Money;Livrée;WhatsApp
CMD-000686;1;2024-02-16 11:17:11;C0338;P001;M01;3;251606;5;754818;717077;5000;Espèces;Livrée;Web
CMD-007063;3;2025-09-13 09:06:38;C0178;P010;M02;1;50685;0;50685;50685;0;Mobile Money;Livrée;En magasin
CMD-006301;1;2025-06-18 23:45:30;C0363;P039;M06;1;13140;0;13140;13140;5000;Mobile Money;Expédiée;Web
CMD-006621;3;2025-07-29 20:22:12;C0349;P038;M05;2;33820;0;67640;67640;0;Carte bancaire;Livrée;Web
CMD-003874;2;2024-12-12 18:10:02;C0328;P049;M99;2;29143;10;58286;52457;0;Carte bancaire;En cours;Mobile App
CMD-005469;2;2025-03-30 13:01:32;C0269;P045;M05;1;27398;5;27398;26028;0;Virement;Livrée;En magasin
CMD-003716;3;2024-12-05 15:09:54;C0019;P001;M08;3;251606;0;754818;754818;0;Mobile Money;Livrée;Web
CMD-006787;1;2025-08-23 12:21:06;C0428;P037;M03;2;12249;5;24498;23273;0;Carte bancaire;En cours;Web
CMD-007441;1;2025-10-05 11:33:35;C0436;P040;M01;2;77646;0;155292;155292;15000;Mobile Money;Livrée;Mobile App
CMD-003852;1;2024-12-11 22:26:57;C0276;P021;M06;1;124863;15;124863;106133;10000;Espèces;Expédiée;En magasin
CMD-000089;1;2024-01-06 12:07:02;C0156;P001;M01;1;0;0;0;0;15000;Espèces;Annulée;Mobile App
CMD-005575;2;2025-04-09 08:27:38;C0463;P027;M01;1;6588;10;6588;5929;0;Espèces;Livrée;Mobile App
CMD-008436;1;2025-12-20 20:04:23;C0046;P007;M06;2;43750;10;87500;78750;5000;Virement;Livrée;Mobile App
CMD-001361;3;2024-04-23 07:29:45;C0401;P024;M01;2;31656;0;63312;63312;0;Virement;Retournée;Mobile App
CMD-008261;3;2025-12-11 20:12:19;C0288;P045;M02;2;27398;0;54796;54796;0;Virement;Retournée;Web
CMD-000761;1;2024-02-24 15:32:00;C0299;P027;M03;3;6588;10;19764;17787;0;Espèces;Retournée;En magasin
CMD-006332;1;2025-06-22 15:14:15;C0214;P041;M06;1;9549;0;9549;9549;0;Mobile Money;Livrée;Mobile App
CMD-000525;2;2024-01-31 17:58:58;C0475;P030;M03;3;6536;0;19608;19608;0;Mobile Money;Expédiée;Mobile App
CMD-000863;1;2024-03-04 07:43:17;C0033;P027;M05;3;6588;0;19764;19764;15000;Espèces;Livrée;Mobile App
CMD-004970;2;2025-02-09 07:47:51;C0084;P039;M02;2;13140;10;26280;23652;0;Espèces;Livrée;En magasin
CMD-001714;2;2024-05-27 12:59:20;C0179;P033;M01;2;408208;5;816416;775595;0;Espèces;Livrée;Web
CMD-007431;1;2025-10-04 17:57:33;;P049;M01;5;29143;20;145715;116572;0;Mobile Money;Expédiée;Mobile App
CMD-001632;2;2024-05-20 16:05:07;C0249;P001;M02;1;251606;0;251606;251606;0;Espèces;Livrée;Web
CMD-005267;3;2025-03-10 12:53:18;C0182;P045;M03;1;27398;5;27398;26028;0;Espèces;Livrée;Web
CMD-003720;1;2024-12-05 21:46:33;C0055;P040;M06;5;77646;20;388230;310584;10000;Espèces;Livrée;Web
CMD-001803;3;2024-06-05 17:19:19;C0191;P032;M05;1;75184;0;75184;75184;0;Mobile Money;En cours;WhatsApp
CMD-005285;2;2025-03-12 07:43:16;C0138;P050;M03;1;6243;5;6243;5930;0;Mobile Money;En cours;WhatsApp
CMD-005832;2;2025-05-03 19:06:47;C0421;P047;M07;3;50490;20;151470;121176;0;Carte bancaire;Livrée;Mobile App
CMD-002812;1;2024-09-19 12:29:26;C0399;P027;M06;2;6588;0;13176;13176;5000;Carte bancaire;En cours;Mobile App
CMD-008627;1;2025-12-28 15:45:59;C0395;P037;M06;1;12249;0;12249;12249;10000;Virement;Expédiée;Web
CMD-007820;2;2025-11-10 15:17:11;C0403;P049;M01;1;29143;20;29143;23314;0;Mobile Money;Livrée;Web
CMD-004479;1;2025-01-08 21:37:47;C0336;P016;M05;1;51293;0;51293;51293;0;Mobile Money;Livrée;Mobile App
CMD-004664;1;2025-01-19 21:16:18;C0376;P040;M02;1;77646;0;77646;77646;10000;Virement;Livrée;Mobile App
CMD-005746;1;2025-04-26 18:17:35;C0154;P039;M08;1;13140;0;13140;13140;10000;Mobile Money;Annulée;En magasin
CMD-002607;1;2024-09-08 22:20:02;C0422;P009;M05;2;7913;0;15826;15826;10000;Espèces;Expédiée;Web
CMD-000003;1;2024-01-01 08:15:45;C0242;P002;M01;2;916412;0;1832824;1832824;10000;Virement;Retournée;Mobile App
CMD-006212;1;2025-06-09 11:19:41;C0103;P049;M07;1;29143;0;29143;29143;10000;Mobile Money;Livrée;Mobile App
CMD-003787;1;2024-12-08 15:21:07;C0122;P012;M06;1;45114;0;45114;45114;10000;Espèces;Livrée;En magasin
CMD-007020;1;2025-09-10 22:00:54;C0059;P036;M06;1;50856;5;50856;48313;5000;Espèces;Retournée;Mobile App
CMD-005544;2;2025-04-06 22:10:51;C0305;P010;M01;1;50685;5;50685;48150;0;Mobile Money;Livrée;Mobile App
CMD-002078;2;2024-07-03 16:31:10;C0399;P045;M02;1;27398;0;27398;27398;0;Mobile Money;Retournée;WhatsApp
CMD-006934;2;2025-09-05 10:50:12;C0288;P033;M08;2;408208;0;816416;816416;0;Espèces;Livrée;Mobile App
CMD-000652;2;2024-02-12 11:48:51;C0264;P012;M05;1;45114;0;45114;45114;0;Espèces;Livrée;Mobile App
CMD-002337;2;2024-08-12 13:11:39;;P021;M05;2;124863;10;249726;224753;0;Mobile Money;Livrée;Web
CMD-006019;1;2025-05-22 18:46:59;C0040;P048;M06;5;33807;10;169035;152131;5000;Espèces;Annulée;WhatsApp
CMD-002242;1;2024-07-30 18:25:50;C0338;P049;M06;1;29143;15;29143;24771;15000;Virement;Livrée;Mobile App
CMD-005165;3;2025-02-28 19:27:15;C0280;P018;M06;1;174549;20;174549;139639;0;Virement;Retournée;Web
CMD-000367;1;2024-01-21 18:12:07;C0181;P039;M06;1;13140;0;13140;13140;0;Espèces;Livrée;Web
CMD-002858;1;2024-09-22 09:44:27;C0105;P001;M02;1;251606;15;251606;213865;5000;Mobile Money;En cours;En magasin
CMD-006553;1;2025-07-20 08:13:17;C0082;P013;M06;1;61505;10;61505;55354;0;Virement;Livrée;Mobile App
CMD-003039;1;2024-10-04 17:34:45;C0441;P011;M06;5;90347;20;451735;361388;15000;Virement;Livrée;WhatsApp
CMD-007523;2;2025-10-13 10:49:09;C0438;P031;M06;2;278858;0;557716;557716;0;Virement;En cours;Mobile App
CMD-003636;1;2024-12-02 18:04:37;C0333;P050;M06;2;6243;0;12486;12486;0;Virement;Livrée;Web
CMD-002035;2;2024-06-28 22:49:01;C0365;P003;M03;2;707496;10;1414992;1273492;0;Espèces;Retournée;Mobile App
CMD-004294;3;2024-12-30 07:20:01;C0370;P025;M07;3;21713;20;65139;52111;0;Espèces;Livrée;Web
CMD-004962;3;2025-02-07 12:29:57;C0270;P004;M01;1;480524;0;480524;480524;0;Mobile Money;Livrée;En magasin
CMD-004944;1;2025-02-06 19:25:42;C0426;P045;M07;1;27398;15;27398;23288;10000;Virement;Livrée;En magasin
CMD-007047;1;2025-09-12 22:46:38;C0450;P038;M07;5;33820;0;169100;169100;10000;Mobile Money;Livrée;Mobile App
CMD-004969;1;2025-02-08 23:31:18;C0119;P034;M02;1;190854;15;190854;162225;5000;Mobile Money;Annulée;Mobile App
CMD-006403;2;2025-06-30 21:22:10;C0146;P006;M04;1;350025;15;350025;297521;0;Espèces;Livrée;Mobile App
CMD-005744;3;2025-04-25 20:49:01;C0125;P029;M08;2;6366;0;12732;12732;0;Mobile Money;Annulée;Web
CMD-004858;2;2025-01-29 14:38:17;C0393;P045;M06;1;27398;0;27398;27398;0;Virement;Livrée;Web
CMD-007444;1;2025-10-06 12:59:25;C0180;P040;M06;2;77646;10;155292;139762;10000;Espèces;Livrée;WhatsApp
CMD-007069;4;2025-09-13 10:25:56;C0040;P006;M02;2;350025;10;700050;630045;0;Mobile Money;Retournée;En magasin
CMD-004020;2;2024-12-18 11:36:31;C0110;P030;M06;2;6536;5;13072;12418;0;Virement;Livrée;Mobile App
CMD-007686;1;2025-10-28 14:43:53;C0170;P005;M03;2;33440;0;66880;66880;5000;Mobile Money;Livrée;Mobile App
CMD-005302;2;2025-03-13 19:14:35;C0055;P050;M05;3;6243;0;18729;18729;0;Mobile Money;Livrée;En magasin
CMD-006769;1;2025-08-20 08:51:54;C0066;P046;M01;1;19200;10;19200;17280;0;Espèces;Annulée;Mobile App
CMD-003304;1;2024-11-01 21:48:45;C0080;P032;M08;1;75184;0;75184;75184;15000;Espèces;En cours;Mobile App
CMD-005097;1;2025-02-21 16:46:25;C0015;P027;M03;1;6588;10;6588;5929;5000;Virement;En cours;Web
CMD-008329;2;2025-12-14 20:35:26;C0022;P022;M06;2;39096;0;78192;78192;0;Mobile Money;Livrée;Web
CMD-002107;3;2024-07-07 13:31:39;C0461;P012;M03;1;45114;5;45114;42858;0;Carte bancaire;Livrée;Web
CMD-002807;1;2024-09-19 22:23:54;C0290;P035;M08;1;25577;15;25577;21740;0;Mobile Money;Retournée;WhatsApp
CMD-001829;2;2024-06-08 18:30:53;C0036;P044;M01;5;15635;20;78175;62540;0;Mobile Money;Livrée;Mobile App
CMD-007129;1;2025-09-16 08:56:58;C0053;P045;M01;2;27398;0;54796;54796;5000;Mobile Money;Livrée;Web
CMD-005062;2;2025-02-18 22:43:10;C0053;P034;M01;1;190854;5;190854;181311;0;Carte bancaire;En cours;Mobile App
CMD-005163;1;2025-02-28 21:05:07;C0306;P047;M06;-1;50490;10;252450;227205;10000;Espèces;Livrée;En magasin
CMD-001387;1;2024-04-26 11:57:33;C0408;P007;M05;5;43750;0;218750;218750;10000;Mobile Money;Livrée;Mobile App
CMD-000277;2;2024-01-16 22:58:20;C0047;P022;M08;1;39096;10;39096;35186;0;Mobile Money;En cours;WhatsApp
CMD-004024;2;2024-12-18 21:58:41;C0365;P031;M02;2;278858;0;557716;557716;0;Espèces;Livrée;Mobile App
CMD-002639;1;2024-09-10 10:25:04;C0276;P033;M01;2;408208;0;816416;816416;0;Carte bancaire;Livrée;Mobile App
CMD-003717;1;2024-12-05 19:48:16;C0401;P024;M04;1;31656;15;31656;26907;15000;Espèces;Livrée;WhatsApp
CMD-005973;3;2025-05-17 18:37:27;C0333;P049;M08;5;29143;0;145715;145715;0;Mobile Money;Expédiée;Mobile App
CMD-000547;3;2024-02-02 16:21:57;C0168;P013;M07;1;61505;0;61505;61505;0;Virement;En cours;WhatsApp
CMD-003377;4;2099-01-01 00:00:00;C0144;P017;M05;3;34116;0;102348;102348;0;Mobile Money;Livrée;Mobile App
CMD-000346;3;2024-01-20 21:22:16;C0054;P017;M99;3;34116;10;102348;92113;0;Mobile Money;Livrée;Web
CMD-004031;1;2024-12-18 21:17:32;C0313;P011;M06;2;90347;0;180694;180694;15000;Virement;Annulée;Mobile App
CMD-005587;2;2025-04-10 10:20:06;C0479;P038;M06;3;33820;5;101460;96387;0;Carte bancaire;Livrée;WhatsApp
CMD-008386;1;2025-12-17 23:51:02;C0467;P014;M07;2;87965;0;175930;175930;15000;Mobile Money;Retournée;Web
CMD-007684;1;2025-10-28 08:59:59;C0247;P031;M02;1;278858;0;278858;278858;5000;Mobile Money;Retournée;Web
CMD-003121;2;2024-10-12 08:16:49;C0317;P040;M06;2;77646;20;155292;124233;0;Carte bancaire;Livrée;Web
CMD-001804;1;2024-06-05 14:37:37;C0370;P011;M07;2;90347;0;180694;180694;10000;Mobile Money;Annulée;Web
